practice_code,gpps_overall_pct,gpps_contact_pct,gpps_responses
L82016,71.6,69.1,129
L82017,88.7,89.0,23
L82018,80.7,70.4,117
L82022,82.5,70.3,89
L82023,58.6,41.9,100
L82025,56.5,52.9,30
L82026,73.5,69.5,52
L82028,92.1,91.2,169
L82029,94.1,90.1,162
L82030,84.4,75.9,164
L82035,82.3,85.5,74
L82036,89.9,89.4,115
L82038,79.7,76.1,104
L82039,91.9,87.0,53
L82041,53.6,49.4,161
L82042,75.1,70.6,131
L82043,98.4,96.7,50
L82044,70.9,66.8,65
L82045,75.6,66.5,76
L82046,67.0,70.2,86
L82047,93.0,89.5,78
L82048,87.4,87.9,37
L82049,89.2,85.1,96
L82050,51.5,43.2,50
L82051,88.4,86.3,119
L82052,62.0,63.9,69
L82054,92.6,84.1,87
L82056,81.9,82.4,73
L82057,89.2,81.3,28
L82058,87.8,88.1,47
L82059,78.9,78.6,43
L82061,87.1,84.6,57
L82066,81.1,75.1,61
L82068,86.5,83.4,81
L82070,81.8,82.1,58
L82620,76.6,73.1,50
L82622,77.2,76.8,60
Y00969,78.3,72.7,99
Y01050,81.9,84.6,66
Y01051,88.2,72.4,82
Y01127,82.3,71.6,56
Y01922,88.4,78.7,115
Y02517,77.5,70.9,139
Y04957,69.5,72.7,237
L85001,78.7,83.4,144
L85002,90.2,84.8,114
L85003,92.0,90.8,40
L85004,71.1,66.2,93
L85006,83.9,74.7,88
L85007,52.1,43.6,58
L85008,80.3,75.3,244
L85009,89.9,90.6,104
L85011,84.2,86.1,74
L85012,79.3,72.2,132
L85013,97.4,91.4,43
L85014,85.3,76.8,116
L85015,73.7,65.6,118
L85016,57.5,51.9,93
L85017,74.1,70.6,81
L85018,89.9,77.9,49
L85019,60.0,55.2,75
L85020,79.9,83.4,94
L85021,94.5,96.3,139
L85022,69.7,64.5,98
L85023,83.7,80.3,147
L85024,87.9,76.1,103
L85025,85.9,87.2,120
L85026,61.0,51.5,39
L85027,68.2,71.8,59
L85029,79.7,67.3,109
L85030,68.2,53.7,132
L85031,92.4,90.9,73
L85032,93.3,85.2,50
L85033,80.6,71.0,120
L85034,90.6,88.5,81
L85035,72.3,68.1,129
L85036,87.7,88.2,56
L85037,93.4,97.1,41
L85038,80.0,71.1,59
L85039,86.8,79.4,123
L85040,95.3,93.0,68
L85042,66.3,66.6,108
L85043,82.1,76.3,94
L85044,98.6,96.5,65
L85046,91.9,87.3,57
L85047,84.8,82.4,55
L85051,65.6,64.1,49
L85052,92.4,89.2,76
L85053,86.7,83.6,59
L85054,80.8,76.0,74
L85055,69.6,60.0,68
L85056,74.7,77.8,56
L85061,85.5,83.5,37
L85062,92.0,87.3,60
L85064,48.5,48.6,52
L85065,91.2,93.4,78
L85066,69.9,65.6,56
L85601,80.5,71.8,30
L85607,74.6,76.8,40
L85609,88.6,85.3,47
L85611,98.2,96.5,32
L85624,97.5,98.4,51
Y01163,68.6,76.4,29
N85002,76.2,70.4,154
N85005,79.9,84.7,92
N85006,85.2,87.5,85
N85007,66.9,56.2,150
N85008,77.8,74.6,113
N85012,66.7,55.7,66
N85013,81.2,86.3,67
N85015,74.9,66.8,59
N85016,82.0,68.4,72
N85017,90.6,88.8,52
N85018,97.4,88.7,63
N85019,80.4,64.6,73
N85020,80.0,74.1,126
N85021,91.0,88.1,30
N85022,88.6,82.1,40
N85023,88.8,85.8,53
N85024,90.4,77.3,86
N85025,85.5,72.3,53
N85027,79.6,68.9,74
N85028,86.9,83.0,121
N85031,73.2,80.5,28
N85032,74.8,74.5,53
N85037,93.2,88.9,52
N85038,70.2,59.5,30
N85044,85.2,82.9,181
N85046,91.7,86.8,48
N85047,75.8,69.7,54
N85048,89.0,80.3,50
N85051,81.3,76.8,148
N85052,95.2,93.2,47
N85054,94.5,85.0,50
N85057,84.9,82.1,18
N85059,79.6,77.7,69
N85616,91.8,76.3,43
N85617,95.4,93.8,49
N85620,84.1,87.1,58
N85625,83.9,78.0,139
N85629,76.6,75.7,36
N85633,89.1,89.4,43
N85634,89.6,92.5,17
N85640,87.4,72.9,24
N85643,89.3,87.3,37
N85648,93.3,95.6,40
A85001,80.8,81.3,63
A85002,84.2,91.1,34
A85004,80.0,72.8,83
A85005,89.1,79.7,164
A85006,74.8,73.5,113
A85007,92.6,90.5,84
A85008,66.8,57.2,107
A85009,85.7,83.5,58
A85010,78.3,78.5,94
A85011,69.8,71.0,52
A85013,79.0,78.9,32
A85014,62.2,62.1,131
A85016,69.7,62.1,87
A85017,88.7,87.7,67
A85018,84.3,84.5,42
A85019,77.5,69.8,85
A85020,81.1,77.7,135
A85021,84.9,88.7,41
A85024,79.1,82.7,21
A85026,91.0,85.4,54
A85611,88.7,82.9,51
A85614,86.1,94.1,78
A85616,80.2,79.2,43
A85617,96.7,96.9,38
A86003,71.3,69.0,344
A86004,62.2,50.0,87
A86006,95.1,87.4,58
A86008,77.4,69.5,103
A86010,83.2,86.4,94
A86011,83.1,77.4,91
A86012,74.3,68.5,90
A86013,78.9,74.9,59
A86017,73.3,75.2,88
A86018,85.5,86.7,119
A86020,83.0,77.8,238
A86021,63.3,69.9,63
A86022,69.3,67.3,61
A86023,85.9,81.9,94
A86024,77.8,71.4,56
A86025,55.9,49.0,75
A86026,74.9,77.4,57
A86027,73.4,62.4,193
A86028,77.9,75.9,61
A86029,80.4,76.3,175
A86030,81.0,83.8,86
A86031,82.5,77.1,88
A86033,75.1,62.8,57
A86037,68.4,68.4,55
A86038,76.7,71.6,50
A86040,82.5,85.4,52
A86601,76.5,72.3,71
Y00184,70.8,57.5,67
P84004,76.6,69.9,66
P84005,81.3,89.0,147
P84009,74.0,64.9,85
P84010,89.0,79.1,94
P84012,59.0,58.3,54
P84014,82.1,79.1,41
P84016,77.7,67.4,69
P84017,82.6,75.4,103
P84018,81.2,81.4,35
P84019,84.3,74.0,88
P84020,88.3,86.2,82
P84021,85.9,73.9,76
P84022,77.0,77.7,48
P84023,81.0,80.6,88
P84024,89.0,86.0,73
P84025,81.3,80.3,59
P84026,68.7,60.5,66
P84027,83.0,72.8,66
P84028,70.3,66.3,69
P84029,83.7,78.8,86
P84030,74.6,73.4,93
P84032,70.7,67.3,41
P84033,87.4,83.9,38
P84034,80.8,77.4,136
P84035,91.8,92.1,162
P84037,81.5,72.5,51
P84038,84.8,79.8,115
P84039,76.3,68.6,108
P84040,75.1,83.1,54
P84041,70.5,62.6,52
P84042,69.4,68.6,71
P84043,76.3,76.1,70
P84045,78.6,84.2,42
P84046,76.7,68.9,154
P84047,72.0,75.4,41
P84048,87.4,82.0,61
P84049,71.9,72.6,81
P84050,72.1,75.7,53
P84051,76.6,74.0,43
P84052,78.2,63.8,56
P84053,91.1,73.9,71
P84054,86.4,83.4,56
P84056,70.5,62.3,30
P84059,66.5,67.6,58
P84061,86.1,75.1,54
P84064,88.5,85.3,125
P84065,87.3,84.2,36
P84066,76.3,81.6,59
P84067,91.8,90.7,82
P84068,73.3,70.7,169
P84070,80.5,79.1,65
P84071,92.6,78.1,46
P84072,72.7,79.3,268
P84074,70.3,73.7,76
P84605,84.5,87.4,16
P84611,93.3,92.5,80
P84626,80.8,75.4,49
P84630,76.0,66.0,204
P84635,85.5,83.2,42
P84637,86.7,94.3,24
P84639,84.5,94.2,30
P84644,67.3,68.2,46
P84645,74.6,62.7,45
P84650,92.3,94.6,57
P84651,87.0,84.1,47
P84663,81.4,70.2,46
P84665,87.8,86.4,46
P84669,70.6,77.4,140
P84672,78.7,81.6,29
P84673,91.9,88.7,141
P84678,87.5,84.5,149
P84679,76.4,70.5,16
P84683,70.4,78.0,123
P84684,73.8,76.1,47
P84689,78.2,63.3,106
P84690,75.9,72.9,20
Y01695,91.5,82.3,38
Y02325,70.9,63.7,34
Y02520,82.2,71.4,39
Y02849,73.1,74.4,130
Y02890,68.2,66.2,45
Y02960,72.1,65.6,44
K82001,86.3,76.3,94
K82004,77.7,67.4,111
K82006,66.5,64.6,60
K82007,59.9,51.6,191
K82008,93.9,84.1,101
K82010,63.1,48.1,63
K82011,92.9,90.2,95
K82012,85.6,87.6,62
K82014,87.4,89.6,54
K82017,73.3,72.9,104
K82019,55.3,45.0,90
K82020,69.7,60.8,45
K82021,78.7,78.4,126
K82022,65.4,57.9,67
K82023,73.9,65.7,289
K82024,90.3,89.3,100
K82028,73.3,66.2,72
K82030,64.2,61.1,74
K82031,89.7,85.4,57
K82033,64.8,63.7,126
K82035,73.4,72.3,28
K82036,81.5,75.2,93
K82037,79.1,79.3,110
K82038,45.0,40.2,106
K82040,71.0,59.0,97
K82044,49.3,55.9,48
K82045,90.2,88.1,64
K82046,85.1,82.7,161
K82047,73.3,79.5,171
K82048,77.5,71.4,54
K82049,77.1,64.9,98
K82051,85.8,75.9,99
K82053,56.9,53.1,67
K82055,68.9,63.2,75
K82058,67.4,68.6,40
K82061,89.3,83.9,44
K82066,84.8,86.1,119
K82068,91.1,87.7,52
K82070,82.4,74.8,169
K82073,66.6,65.2,221
K82078,87.7,90.8,92
K82079,87.0,85.8,79
K82603,67.4,67.2,77
K82618,81.1,77.6,28
K82621,76.8,78.3,35
Y01964,56.4,50.6,149
J82054,97.4,86.9,96
K81002,74.8,69.4,116
K81003,85.3,76.9,131
K81004,71.2,52.4,105
K81007,68.4,73.9,41
K81012,91.9,87.0,116
K81014,85.0,75.9,177
K81017,81.4,79.3,121
K81022,67.7,62.5,194
K81025,86.6,83.8,170
K81026,77.8,73.9,65
K81027,84.2,84.2,95
K81040,74.5,72.9,152
K81041,90.3,86.1,107
K81045,78.3,73.3,135
K81047,81.9,72.7,256
K81048,77.5,83.2,70
K81050,86.8,83.9,97
K81051,69.6,61.8,95
K81052,85.3,84.9,57
K81055,85.0,81.5,68
K81056,64.9,65.5,42
K81057,89.2,89.6,67
K81062,68.1,72.3,191
K81063,75.8,75.3,173
K81069,80.6,64.0,121
K81070,74.0,76.1,92
K81073,80.1,66.9,151
K81077,81.5,70.9,90
K81078,72.6,61.9,101
K81080,80.5,85.1,79
K81081,80.5,84.0,20
K81092,73.3,68.8,111
K81100,83.0,86.0,57
K81102,85.5,79.3,87
K81103,90.0,87.7,80
K81605,72.4,73.5,240
K81633,64.2,64.6,71
K81636,67.9,68.3,59
K81644,74.0,75.6,116
K81651,77.3,74.2,132
Y02476,77.7,70.6,114
L81004,80.7,75.9,149
L81007,78.2,72.0,323
L81008,83.4,80.4,95
L81009,86.8,86.4,93
L81012,57.5,51.3,120
L81013,67.4,61.0,90
L81014,82.2,71.4,123
L81015,67.0,68.0,132
L81016,70.5,52.0,72
L81017,85.9,80.8,106
L81018,74.9,79.5,72
L81019,62.3,58.0,115
L81021,83.9,78.7,99
L81022,70.6,75.8,129
L81023,80.7,67.4,128
L81024,73.3,65.8,116
L81026,68.2,52.9,193
L81029,95.1,92.8,95
L81031,61.0,63.7,102
L81033,78.0,57.3,117
L81034,90.1,89.0,324
L81037,73.4,76.6,171
L81038,74.3,71.6,103
L81040,84.3,74.9,146
L81041,71.8,68.2,49
L81042,76.2,70.6,97
L81044,78.7,77.8,101
L81046,51.3,52.1,41
L81047,87.5,80.0,135
L81050,86.4,77.0,68
L81051,64.9,67.9,167
L81053,76.2,69.3,66
L81054,78.5,70.6,94
L81055,84.4,80.2,114
L81058,84.9,80.7,82
L81061,79.2,79.0,90
L81062,87.7,81.8,220
L81063,75.2,67.1,99
L81066,70.7,60.8,76
L81075,68.9,70.3,246
L81078,85.2,91.7,193
L81079,81.6,74.7,180
L81081,85.9,84.9,183
L81082,79.9,69.6,118
L81083,84.3,75.2,69
L81084,78.6,65.6,93
L81085,85.4,86.4,60
L81086,72.8,70.9,344
L81087,80.7,79.2,107
L81089,69.4,65.5,83
L81090,72.1,72.2,135
L81091,84.0,70.7,154
L81095,85.8,76.0,122
L81098,93.9,86.5,116
L81103,85.6,82.1,78
L81106,95.4,87.6,55
L81118,82.1,73.2,170
L81120,80.0,70.5,75
L81125,80.2,77.6,80
L81127,77.6,68.2,82
L81130,85.0,77.7,112
L81131,93.0,84.9,108
L81133,83.5,88.6,161
L81600,84.5,87.4,100
L81632,45.3,46.1,49
L81642,83.2,85.1,50
L81643,70.7,71.0,124
L81669,80.5,71.7,309
L81670,70.8,64.6,36
Y02578,75.4,76.4,107
Y02873,,,-97
M85001,91.7,74.6,42
M85005,63.6,56.6,45
M85006,86.8,86.6,89
M85007,75.6,59.6,125
M85009,65.1,73.8,43
M85011,63.0,62.5,45
M85013,75.0,76.7,29
M85014,93.2,94.7,39
M85016,66.6,63.9,34
M85018,88.5,87.0,94
M85019,61.7,54.3,111
M85020,58.2,49.1,114
M85021,83.3,74.1,38
M85023,69.2,55.4,61
M85024,66.4,63.3,46
M85025,50.1,51.0,89
M85026,72.8,63.7,115
M85027,68.6,66.0,55
M85028,77.5,75.8,192
M85029,89.4,89.1,178
M85030,72.4,68.8,127
M85031,64.7,66.8,69
M85033,73.6,61.4,130
M85034,66.3,54.3,101
M85035,73.7,69.4,39
M85037,85.2,84.7,82
M85041,72.0,94.0,117
M85042,87.3,88.0,46
M85043,77.9,77.2,33
M85046,72.9,63.8,398
M85047,89.7,86.5,55
M85048,78.0,63.8,90
M85051,58.4,53.9,44
M85053,73.7,70.8,47
M85055,66.6,55.1,44
M85056,69.7,70.3,51
M85058,79.4,66.2,125
M85060,85.3,80.0,135
M85061,78.8,67.9,92
M85062,63.4,56.9,31
M85063,79.3,71.6,459
M85065,87.2,77.0,125
M85066,80.8,72.3,57
M85070,75.8,71.2,100
M85071,78.4,63.1,64
M85074,74.6,73.8,63
M85076,63.5,62.0,68
M85077,77.0,72.2,75
M85078,70.2,59.2,72
M85079,81.9,80.3,87
M85081,75.0,73.8,67
M85082,94.7,91.0,54
M85084,77.5,71.7,48
M85086,92.7,88.9,97
M85087,75.3,77.4,81
M85088,79.3,79.3,144
M85094,68.5,69.3,17
M85097,79.5,81.7,18
M85098,88.2,81.6,48
M85105,62.1,52.1,31
M85107,84.1,88.1,30
M85108,76.2,63.3,42
M85110,61.4,53.1,60
M85113,75.6,64.6,46
M85115,73.4,74.9,19
M85116,81.5,78.3,65
M85117,75.9,74.9,44
M85118,68.0,76.5,21
M85123,60.7,56.6,51
M85124,52.8,48.8,70
M85128,85.3,76.9,43
M85136,87.8,80.2,89
M85139,66.0,59.5,36
M85141,82.3,84.0,25
M85143,82.5,75.7,61
M85145,76.8,71.4,76
M85146,73.3,77.3,46
M85149,56.9,63.9,32
M85153,70.8,67.8,28
M85154,57.1,47.7,24
M85155,91.0,93.6,58
M85156,81.1,81.3,83
M85158,88.5,80.2,19
M85164,72.6,65.0,95
M85167,73.6,75.1,127
M85170,65.4,51.9,32
M85171,73.0,58.6,21
M85172,81.6,79.5,111
M85174,78.7,71.1,35
M85175,80.7,77.1,90
M85176,75.3,71.5,39
M85177,82.4,76.9,50
M85178,61.5,54.7,263
M85179,80.3,75.9,41
M85600,85.9,79.7,136
M85624,82.5,84.3,52
M85634,61.3,58.9,59
M85642,77.8,69.4,46
M85669,82.4,75.6,58
M85670,62.2,65.0,22
M85676,48.7,40.8,30
M85679,89.3,89.4,48
M85680,85.4,86.4,20
M85684,70.3,73.2,29
M85686,96.8,95.5,15
M85693,72.5,79.6,18
M85694,82.8,84.5,30
M85697,78.0,77.5,36
M85699,54.0,50.1,28
M85701,77.8,79.7,37
M85706,74.3,70.9,101
M85711,81.2,70.5,32
M85713,86.9,82.8,44
M85715,67.8,58.1,75
M85716,70.5,63.2,37
M85717,63.4,60.6,26
M85721,80.3,77.8,93
M85722,38.1,27.9,20
M85730,77.0,80.9,42
M85732,85.6,82.2,21
M85733,82.8,69.3,59
M85735,61.3,55.0,37
M85736,56.2,53.5,28
M85739,79.0,75.0,42
M85746,61.8,58.0,31
M85749,63.3,54.6,18
M85756,60.4,62.2,17
M85757,62.4,55.5,25
M85759,86.2,75.9,58
M85766,78.5,72.3,32
M85770,96.5,100.0,21
M85774,74.2,70.8,51
M85778,58.2,62.1,119
M85779,85.8,88.0,24
M85781,64.9,54.5,24
M85783,78.1,81.4,41
M85792,96.0,93.9,33
M85794,57.6,62.7,23
M85797,58.2,55.5,76
M85803,67.5,56.8,69
M88020,94.3,82.3,125
M89001,81.1,81.7,30
M89002,59.0,49.4,37
M89003,71.7,61.1,290
M89005,90.0,88.2,80
M89007,74.2,73.0,51
M89008,69.0,62.4,92
M89009,67.5,59.5,77
M89010,84.0,82.5,95
M89012,62.3,59.1,67
M89013,80.0,71.8,46
M89015,72.9,58.8,91
M89016,75.4,74.4,100
M89017,63.7,57.8,370
M89019,74.1,56.3,82
M89021,86.5,89.0,44
M89024,82.6,84.4,34
M89026,73.6,70.1,79
M89027,84.1,77.7,67
M89030,88.8,85.7,56
M89608,94.1,97.0,37
M91642,97.3,91.7,16
Y00159,43.2,40.5,133
Y00412,65.1,61.0,37
Y00471,79.7,75.1,65
Y00492,85.1,79.6,71
Y01057,83.0,84.8,11
Y01068,77.4,66.3,35
Y02567,53.6,55.8,28
Y02571,94.1,93.8,76
Y02794,72.6,65.5,76
Y02893,71.6,73.5,149
Y03597,71.9,70.4,47
Y05826,82.6,83.0,48
Y06378,79.2,70.7,49
B86002,77.7,80.0,114
B86003,69.6,54.2,117
B86004,84.9,88.8,74
B86005,96.6,87.6,54
B86006,65.8,63.2,103
B86007,82.0,76.1,73
B86008,69.6,58.3,130
B86009,47.2,30.5,39
B86010,79.7,75.1,82
B86011,78.6,66.7,77
B86012,80.5,85.4,152
B86013,67.1,66.9,130
B86014,69.6,61.0,94
B86015,85.1,82.8,120
B86016,86.8,75.3,157
B86017,87.4,85.1,155
B86018,70.4,66.5,56
B86019,70.2,59.9,141
B86020,81.2,79.3,93
B86022,63.4,56.5,87
B86024,82.6,74.7,81
B86025,86.3,85.9,96
B86028,72.9,75.5,38
B86029,86.9,86.7,52
B86030,74.0,72.1,89
B86032,80.9,75.8,160
B86033,93.9,87.8,117
B86034,95.5,89.8,67
B86035,77.8,80.4,74
B86036,82.0,65.6,95
B86038,65.5,67.1,74
B86039,72.2,71.6,71
B86041,78.9,76.3,62
B86042,75.9,68.5,115
B86043,68.3,66.2,67
B86044,74.1,66.8,210
B86048,83.5,71.7,127
B86049,80.2,86.3,82
B86050,64.8,48.4,133
B86051,88.3,78.2,138
B86052,87.2,91.6,108
B86054,70.2,68.0,43
B86055,79.1,64.1,52
B86057,86.0,75.7,171
B86059,85.9,78.6,143
B86060,89.5,78.0,98
B86061,75.5,75.8,38
B86062,77.0,65.1,67
B86064,79.2,59.5,137
B86066,66.6,75.8,96
B86067,80.1,77.5,140
B86068,91.3,92.9,74
B86069,88.7,88.6,137
B86070,73.7,71.3,35
B86071,63.3,65.8,53
B86075,78.5,60.7,107
B86081,68.6,68.6,91
B86086,75.0,76.4,60
B86089,80.4,73.4,50
B86092,85.4,76.4,60
B86093,81.1,69.3,47
B86094,71.8,66.2,35
B86096,68.2,75.8,38
B86100,75.8,68.8,61
B86101,85.7,80.6,31
B86103,74.2,66.4,32
B86104,68.0,50.9,110
B86106,66.0,64.6,47
B86108,83.3,83.4,53
B86109,95.1,94.4,79
B86110,80.7,81.5,392
B86623,77.7,74.5,35
B86642,75.7,82.0,23
B86643,76.8,71.8,28
B86648,93.3,85.3,25
B86655,73.2,77.9,16
B86658,77.4,79.6,89
B86666,71.1,79.5,39
B86667,84.6,88.4,65
B86669,87.7,92.7,32
B86672,81.6,80.0,56
B86673,68.9,59.1,53
B86675,80.1,76.6,40
B86678,95.0,89.3,29
Y02002,72.1,67.0,176
Y02494,66.0,60.7,55
C81001,89.2,87.8,106
C81002,77.9,81.8,102
C81003,91.1,89.4,98
C81004,59.0,64.1,65
C81005,81.8,67.2,144
C81006,66.2,61.3,180
C81007,80.2,75.3,95
C81008,48.8,34.6,49
C81009,75.4,65.4,167
C81010,79.1,68.3,114
C81012,89.0,73.0,147
C81013,85.1,86.2,44
C81014,72.7,64.5,87
C81015,87.8,72.7,113
C81016,81.4,78.5,76
C81017,73.7,53.0,69
C81020,72.4,59.5,82
C81021,63.9,54.0,97
C81022,95.9,93.2,41
C81023,81.7,75.0,70
C81025,84.0,81.5,91
C81026,68.6,75.3,47
C81027,94.1,81.4,80
C81029,75.7,66.3,135
C81030,93.7,88.5,92
C81031,86.6,71.7,85
C81032,68.3,65.9,98
C81033,87.5,82.3,145
C81034,92.1,87.6,110
C81035,69.7,66.6,85
C81036,59.2,54.6,31
C81037,91.6,79.6,104
C81038,83.4,74.1,111
C81039,95.6,88.8,37
C81040,92.0,79.6,80
C81041,81.0,70.0,99
C81042,75.9,70.3,100
C81044,77.5,71.9,70
C81045,59.0,49.0,82
C81046,67.9,69.9,34
C81047,73.4,59.3,95
C81048,86.5,70.0,101
C81049,86.2,84.6,86
C81050,78.8,80.4,78
C81051,62.1,48.1,175
C81052,55.6,48.1,42
C81053,83.7,79.9,94
C81054,49.1,40.9,170
C81055,89.8,84.6,45
C81056,61.5,62.4,42
C81057,83.7,81.3,93
C81058,88.9,74.2,82
C81059,66.7,66.5,42
C81060,62.5,49.0,70
C81061,62.8,54.1,116
C81062,91.6,88.7,89
C81063,86.3,80.4,86
C81064,65.1,66.2,86
C81065,86.9,69.8,82
C81066,84.4,69.4,105
C81067,85.3,83.7,91
C81068,65.8,57.5,83
C81069,85.6,85.7,123
C81070,83.0,81.0,35
C81071,52.0,32.1,66
C81072,73.5,57.0,208
C81073,74.1,63.1,99
C81075,74.1,78.1,41
C81080,88.7,89.3,76
C81081,84.1,75.7,178
C81082,98.5,98.7,37
C81083,80.4,67.0,139
C81084,73.0,64.2,155
C81086,79.4,70.5,69
C81089,91.1,90.0,58
C81091,73.0,71.7,65
C81092,96.9,88.2,61
C81094,90.1,79.8,79
C81095,72.1,69.2,36
C81096,84.5,78.0,50
C81097,47.6,35.4,29
C81099,73.0,64.3,83
C81101,86.4,90.3,77
C81106,92.5,83.9,71
C81108,55.4,49.5,89
C81110,79.0,65.6,96
C81113,66.5,55.5,43
C81114,73.5,63.2,100
C81115,86.5,83.5,46
C81118,67.8,58.1,55
C81604,94.3,93.2,45
C81611,78.9,80.9,83
C81615,86.2,87.6,20
C81616,86.0,73.8,45
C81634,87.6,91.6,42
C81638,91.4,78.6,38
C81640,84.2,87.6,31
C81647,67.6,71.7,30
C81649,96.1,75.6,79
C81652,77.1,71.6,41
C81653,87.1,73.2,39
C81655,95.4,90.1,38
C81658,96.7,96.0,79
C81662,80.7,77.8,72
Y01812,65.2,51.7,74
Y04977,81.1,85.0,46
Y04995,69.8,58.5,136
Y05286,39.7,44.8,64
Y05733,55.3,54.7,36
L83002,76.7,73.4,145
L83003,77.9,71.2,95
L83004,72.0,69.5,86
L83005,87.7,91.5,145
L83006,53.5,51.5,183
L83007,91.0,88.9,90
L83008,54.1,49.9,165
L83010,83.8,94.8,63
L83011,86.3,83.7,79
L83012,97.9,97.4,33
L83013,79.9,76.4,130
L83014,58.2,61.0,128
L83015,58.6,50.9,47
L83016,75.1,75.4,331
L83019,81.2,73.3,84
L83020,91.8,91.8,124
L83021,83.4,79.0,90
L83023,92.8,82.5,56
L83024,91.3,95.5,83
L83025,93.1,92.3,76
L83026,89.5,94.2,50
L83027,73.1,66.5,60
L83028,58.4,57.5,67
L83029,68.8,68.1,59
L83030,83.5,85.6,90
L83031,74.6,70.3,96
L83034,70.1,61.7,73
L83035,82.4,78.4,141
L83036,80.2,84.6,98
L83038,89.6,84.3,132
L83039,79.3,81.3,43
L83040,88.7,87.5,158
L83041,96.6,96.6,91
L83042,73.5,79.4,74
L83043,87.4,84.9,137
L83044,93.3,96.6,82
L83045,81.2,69.2,129
L83046,75.2,71.8,74
L83048,75.7,67.2,86
L83049,99.4,97.0,36
L83050,87.7,83.7,125
L83051,73.4,72.2,81
L83052,76.2,73.9,105
L83054,82.5,71.6,52
L83055,80.5,69.7,137
L83056,86.7,79.9,244
L83057,79.5,74.8,67
L83058,82.4,75.8,68
L83059,92.5,89.9,99
L83064,82.1,66.8,106
L83066,86.3,77.8,158
L83067,81.9,76.5,135
L83069,71.6,58.3,116
L83070,89.0,86.5,47
L83071,91.4,90.5,77
L83072,61.9,57.8,80
L83073,90.1,82.4,180
L83075,97.1,95.6,62
L83076,79.8,66.5,93
L83077,97.7,97.0,80
L83079,86.7,84.5,78
L83081,83.9,87.8,57
L83082,97.3,96.4,35
L83083,81.2,84.2,128
L83084,85.6,74.4,73
L83085,93.6,90.0,183
L83086,93.3,93.0,51
L83087,85.6,80.0,137
L83088,100.0,96.3,57
L83089,79.8,77.2,113
L83092,84.0,70.8,139
L83094,84.8,79.5,75
L83095,80.8,69.8,134
L83096,85.4,75.5,164
L83097,73.2,65.3,96
L83098,98.7,97.8,56
L83099,84.0,84.1,50
L83100,50.2,49.2,226
L83101,75.9,81.7,125
L83102,94.0,92.3,78
L83103,67.2,64.1,116
L83105,91.8,87.4,64
L83106,96.6,83.6,98
L83111,91.8,86.7,152
L83112,89.6,92.4,61
L83113,58.8,58.9,44
L83115,84.2,78.4,40
L83116,93.6,93.3,53
L83118,74.5,73.7,139
L83120,89.5,79.0,164
L83127,68.7,66.9,113
L83128,71.0,73.2,56
L83129,91.3,93.5,29
L83131,79.8,69.1,214
L83134,96.1,96.4,41
L83136,94.8,88.2,62
L83137,81.2,80.9,109
L83143,81.8,74.8,37
L83146,92.0,85.0,47
L83147,75.1,68.3,111
L83148,88.4,85.9,36
L83607,83.2,71.1,48
L83616,79.4,77.2,20
L83624,65.7,61.8,51
L83628,89.8,84.5,61
L83639,93.4,87.7,29
L83646,80.4,85.4,72
L83648,77.1,84.5,195
L83651,76.5,79.8,34
L83655,90.7,82.3,68
L83663,77.8,83.0,25
L83666,83.2,77.4,33
L83673,81.3,82.9,7
Y00568,75.1,79.1,38
Y02633,87.4,89.4,54
Y04662,68.1,61.6,36
A81001,84.7,66.9,33
A81002,85.7,76.4,168
A81004,72.1,60.5,84
A81005,74.5,65.9,61
A81006,89.0,80.8,132
A81007,73.6,64.8,79
A81009,55.7,42.2,46
A81011,75.2,78.1,92
A81012,79.1,82.8,44
A81013,86.9,87.8,69
A81014,80.2,81.8,35
A81016,71.7,77.5,88
A81017,71.3,63.1,133
A81018,70.5,68.7,74
A81019,74.5,79.6,64
A81020,74.7,58.3,58
A81021,74.4,64.6,173
A81022,72.6,57.3,70
A81023,84.3,72.7,74
A81025,69.8,56.9,29
A81026,62.5,59.8,127
A81027,79.0,63.4,119
A81029,90.8,94.7,65
A81030,90.7,80.5,153
A81031,59.9,53.5,83
A81032,89.0,92.6,110
A81034,79.3,77.1,167
A81035,82.4,77.6,82
A81036,67.7,55.6,112
A81037,74.4,61.2,51
A81038,76.0,63.3,27
A81039,93.8,83.1,123
A81040,74.8,75.6,66
A81041,75.5,68.4,74
A81042,80.3,72.8,124
A81044,68.3,63.7,131
A81045,76.9,73.3,50
A81046,75.4,74.2,95
A81048,81.5,76.1,62
A81049,73.0,62.9,46
A81051,76.8,68.4,57
A81052,71.6,70.2,74
A81053,77.3,77.8,47
A81054,78.1,77.2,69
A81056,95.8,95.1,24
A81057,78.8,67.9,80
A81058,78.8,66.9,73
A81060,79.5,72.3,52
A81063,76.4,80.9,42
A81064,77.0,80.2,65
A81066,88.2,90.0,50
A81067,75.9,57.9,83
A81070,54.2,46.8,33
A81602,93.2,98.3,22
A81608,91.2,95.0,161
A81610,69.1,63.8,55
A81611,85.8,83.3,81
A81612,88.5,88.5,38
A81618,90.6,80.5,98
A81621,79.0,72.3,19
A81622,57.5,54.8,32
A81629,83.8,86.1,86
A81631,77.5,73.2,60
A83005,84.5,77.7,106
A83006,96.2,89.8,85
A83010,82.7,78.3,115
A83013,83.4,83.5,111
A83031,84.0,72.1,104
A83034,89.2,93.7,105
A83040,82.5,84.3,103
